Wavenumber (cm⁻¹),Importance,target_variable,Sample Type,Train Percentage,Model,Search Type,RMSE,MAE,MAPE,R²
971.9537562861336,0.002012958609523,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1189.871959580445,0.001880619514263,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1191.800439255616,0.0018162637776187,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1187.943479905274,0.0018056955645353,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
970.0252766109628,0.001784157703662,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1168.658683153565,0.0017542434863357,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1186.015000230103,0.0017310578504858,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1182.158040879762,0.001729264938432,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1184.086520554933,0.001727049457826,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1180.229561204591,0.0017198198198417,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1166.730203478395,0.0017048324008244,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
998.952471738526,0.0016998852394558,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1193.728918930787,0.0016894889377013,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1714.41843122693,0.001676195621264,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1178.30108152942,0.0016744913848299,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1612.209008442873,0.0016738023696904,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1309.437699441041,0.0016708622131894,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1311.366179116212,0.0016609780205452,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1614.137488118043,0.0016558655345452,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1301.723780740358,0.001652397285792,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.26761726479109,7.310542657462167,17.355257340165426,-0.0882449796130646
1643.064683245607,0.0134010859872466,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1641.136203570436,0.0109845011775323,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1644.993162920778,0.0085753542008098,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
3048.926366445193,0.0079762574001986,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1639.207723895265,0.0066758022592893,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
971.9537562861336,0.0058203515417824,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1228.441553083863,0.0052246466958574,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
964.23983758545,0.0052114843794366,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1106.947333548097,0.005132393087422,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
941.0980814833993,0.004900213804219,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
3046.997886770022,0.004746026783129,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
983.5246343371588,0.0046876226398398,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1637.279244220094,0.0044550405147585,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
970.0252766109628,0.0043581218356032,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
977.7391953116462,0.0043273252983574,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
979.6676749868176,0.004276067163674,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1226.513073408692,0.0042517028433873,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
973.8822359613046,0.0042328357427615,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1081.877097770875,0.004228978828687,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
985.45311401233,0.0042042290707742,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,8.12850543844137,6.496884696652283,15.2598197904003,0.1628333990200006
1168.658683153565,0.0020590011252156,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1166.730203478395,0.0020408033549022,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1170.587162828736,0.0020148189713188,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1176.372601854249,0.0020030173763727,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1178.30108152942,0.0019869582300503,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1164.801723803224,0.0019816425170466,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
1174.444122179078,0.0019787773835801,vo2max_relative,CAPILAR,0.8,MLP Regressor,GridSearchCV,9.357331029633578,7.488811624107775,17.783662755248557,-0.1094161394232364
